timestamp,grade,is_deviated,Fe,C,Si,Mn,P,S,total_composition
2024-12-30 14:00:00,MEDIUM-CARBON-STEEL,False,97.9868,0.4748,0.3647,1.0261,0.0181,0.0435,99.914
2025-09-22 01:55:00,LOW-CARBON-STEEL,True,98.1249,0.1132,0.3656,0.1616,0.0502,0.0415,98.85700000000001
2024-02-02 19:15:00,GREY-IRON,False,87.6329,3.5364,1.5232,0.9481,0.1183,0.0653,93.8242
2025-09-11 21:35:00,LOW-CARBON-STEEL,True,98.2778,0.2043,0.5324,0.9659,0.015,0.0423,100.0377
2025-08-07 05:30:00,LOW-CARBON-STEEL,True,98.8243,0.2586,0.001,0.6843,0.0181,0.0259,99.81219999999999
2024-04-14 09:40:00,MEDIUM-CARBON-STEEL,False,98.7621,0.4782,0.1963,1.0225,0.0157,0.0139,100.4887
2024-04-08 19:15:00,HIGH-CARBON-STEEL,False,97.6948,1.2279,0.6535,1.5546,0.0298,0.0353,101.1959
2025-06-27 11:10:00,GREY-IRON,True,84.2308,3.338,1.4183,0.7771,0.0479,0.0131,89.8252
2024-01-28 03:20:00,MEDIUM-CARBON-STEEL,False,98.1414,0.4944,0.5545,0.7578,0.009,0.0126,99.96970000000002
2024-01-19 05:50:00,MEDIUM-CARBON-STEEL,False,98.434,0.4218,0.2781,1.4108,0.0268,0.0375,100.60899999999998
2024-02-04 04:40:00,MEDIUM-CARBON-STEEL,False,98.5183,0.5114,0.3347,0.8704,0.0273,0.0135,100.27559999999998
2025-03-29 18:50:00,GREY-IRON,True,92.5028,3.6861,1.9256,0.8081,0.012,0.024,98.95859999999999
2025-10-27 20:30:00,GREY-IRON,True,89.66,4.1152,1.2778,1.4659,0.0834,0.001,96.6033
2024-06-18 03:10:00,SG-IRON,False,87.9333,3.4361,2.5048,0.5758,0.0324,0.0196,94.502
2025-04-03 22:40:00,MEDIUM-CARBON-STEEL,True,97.3545,0.6089,0.1852,1.7346,0.0131,0.0445,99.9408
2024-01-23 22:15:00,LOW-CARBON-STEEL,False,99.1623,0.1121,0.2975,0.3054,0.0296,0.0377,99.94460000000001
2024-03-19 21:45:00,HIGH-CARBON-STEEL,False,97.7608,1.3086,0.3235,1.3242,0.0314,0.0405,100.789
2024-01-03 19:25:00,LOW-CARBON-STEEL,False,98.0451,0.165,0.1688,0.6679,0.0359,0.0223,99.10500000000002
2025-01-29 02:35:00,HIGH-CARBON-STEEL,False,97.5525,0.7186,0.5926,0.7671,0.0201,0.0234,99.67429999999999
2024-11-11 11:30:00,MEDIUM-CARBON-STEEL,False,98.5043,0.3744,0.2668,1.2523,0.0252,0.0283,100.4513
2024-05-11 01:35:00,GREY-IRON,False,89.9387,3.0047,2.0369,0.5155,0.1181,0.0858,95.6997
2025-03-26 02:05:00,MEDIUM-CARBON-STEEL,False,98.4015,0.3874,0.4107,1.0842,0.0137,0.0283,100.3258
2024-03-09 05:00:00,MEDIUM-CARBON-STEEL,False,97.8537,0.3836,0.1812,0.6,0.0289,0.0317,99.0791
2024-07-27 20:35:00,GREY-IRON,False,89.2283,3.0597,1.6016,0.8853,0.1009,0.097,94.9728
2024-08-10 09:15:00,GREY-IRON,False,85.5302,3.4371,1.739,1.0157,0.0634,0.0817,91.8671
2025-07-12 15:20:00,HIGH-CARBON-STEEL,True,96.6884,0.7353,0.4575,1.3657,0.028,0.0283,99.3032
2024-07-09 05:15:00,MEDIUM-CARBON-STEEL,False,98.625,0.5182,0.3709,1.0942,0.04,0.0177,100.66600000000001
2025-03-25 12:40:00,GREY-IRON,False,89.7699,2.9625,1.4448,0.9131,0.1047,0.0361,95.23110000000001
2025-05-09 09:35:00,SG-IRON,True,85.1015,4.0868,2.6782,0.7808,0.0461,0.0355,92.7289
2025-05-08 20:50:00,SG-IRON,True,87.3884,4.1809,2.0829,1.0831,0.0321,0.0053,94.7727
2025-04-28 02:40:00,LOW-CARBON-STEEL,True,98.7093,0.1777,0.3506,0.7081,0.0074,0.0444,99.9975
2024-09-26 21:10:00,SG-IRON,False,87.1377,3.5702,2.1728,0.3339,0.0686,0.0203,93.3035
2025-11-21 07:30:00,SG-IRON,True,91.1131,3.1276,3.0653,0.2378,0.0402,0.0181,97.60210000000001
2024-08-18 13:20:00,LOW-CARBON-STEEL,False,98.386,0.2121,0.2783,0.6966,0.0305,0.0309,99.63440000000001
2025-07-30 22:30:00,GREY-IRON,True,92.7626,3.1959,1.7072,1.0137,0.0853,0.0419,98.8066
2025-10-17 03:55:00,MEDIUM-CARBON-STEEL,True,97.222,0.4086,0.6468,0.813,0.0283,0.034,99.15270000000001
2025-06-05 11:55:00,GREY-IRON,True,89.254,4.031,0.7588,0.7819,0.0849,0.0367,94.9473
2025-07-22 18:45:00,HIGH-CARBON-STEEL,True,97.5114,0.5477,0.6059,0.84,0.0318,0.0099,99.54670000000002
2024-08-15 04:25:00,LOW-CARBON-STEEL,False,98.4899,0.1888,0.4219,0.6754,0.0349,0.0444,99.85529999999999
2025-09-22 04:50:00,GREY-IRON,True,91.1651,2.2002,2.2378,1.18,0.0481,0.0497,96.8809
2025-01-24 23:40:00,HIGH-CARBON-STEEL,False,97.7685,0.8904,0.3927,1.2271,0.0258,0.0244,100.32890000000002
2025-03-23 00:40:00,SG-IRON,False,83.0894,3.7722,2.0447,0.4991,0.0297,0.0282,89.4633
2024-08-25 12:55:00,LOW-CARBON-STEEL,False,99.0338,0.2231,0.4084,0.4219,0.0171,0.0369,100.1412
2024-09-08 14:40:00,MEDIUM-CARBON-STEEL,False,97.8113,0.5499,0.2616,0.7783,0.0218,0.0156,99.4385
2024-11-08 10:50:00,GREY-IRON,False,89.362,3.5761,2.1706,0.5177,0.0953,0.0627,95.78439999999999
2025-07-09 18:55:00,SG-IRON,True,85.5227,3.6537,2.0918,0.4837,0.0554,0.0279,91.83520000000001
2024-12-16 22:40:00,HIGH-CARBON-STEEL,False,97.8467,1.0979,0.2931,1.2979,0.0231,0.034,100.5927
2025-01-04 16:45:00,SG-IRON,False,88.6457,3.6721,2.6296,0.4822,0.0319,0.0149,95.4764
2024-02-01 22:25:00,SG-IRON,False,85.9503,3.3663,2.1196,0.8214,0.0308,0.014,92.30239999999999
2024-03-16 01:10:00,MEDIUM-CARBON-STEEL,False,98.7094,0.3327,0.3844,1.2336,0.0278,0.0138,100.7017
2025-01-24 16:50:00,HIGH-CARBON-STEEL,False,98.0447,0.7767,0.2005,1.0932,0.0272,0.0366,100.17890000000001
2024-12-08 10:45:00,GREY-IRON,False,90.1747,3.4462,2.1976,0.9202,0.0845,0.0818,96.905
2025-03-26 23:10:00,SG-IRON,False,84.4334,3.4214,2.104,0.6265,0.0648,0.0312,90.68130000000001
2024-08-17 18:40:00,HIGH-CARBON-STEEL,False,97.6176,0.6817,0.6643,1.4517,0.029,0.0292,100.4735
2024-02-04 23:35:00,GREY-IRON,False,88.5078,3.282,2.0632,0.9802,0.0492,0.0659,94.94829999999999
2025-05-18 12:20:00,LOW-CARBON-STEEL,True,98.9452,0.158,0.3574,0.468,0.0241,0.0322,99.98490000000001
2024-07-07 21:30:00,GREY-IRON,False,89.0181,3.4913,1.6772,1.0226,0.1278,0.0988,95.43579999999999
2025-01-26 17:00:00,HIGH-CARBON-STEEL,False,97.732,1.156,0.5991,1.2893,0.0315,0.016,100.8239
2024-01-10 18:35:00,HIGH-CARBON-STEEL,False,98.1163,1.1708,0.4246,1.1996,0.0284,0.0239,100.9636
2024-05-23 06:15:00,SG-IRON,False,88.2571,3.8311,2.4067,0.7026,0.0219,0.0203,95.23970000000001
2025-10-18 10:45:00,LOW-CARBON-STEEL,True,97.6892,0.1617,0.3032,0.5412,0.0193,0.0243,98.7389
2025-10-17 21:45:00,SG-IRON,True,81.405,3.753,1.9984,0.881,0.041,0.0286,88.107
2025-08-02 23:05:00,HIGH-CARBON-STEEL,True,97.9195,0.9582,0.2608,0.7803,0.0135,0.0134,99.9457
2025-04-12 04:40:00,MEDIUM-CARBON-STEEL,True,97.3669,0.5532,0.3188,0.2179,0.0109,0.0202,98.48790000000001
2024-11-17 12:20:00,HIGH-CARBON-STEEL,False,97.1582,0.7426,0.575,1.3783,0.0182,0.0184,99.89069999999998
2025-09-11 18:05:00,LOW-CARBON-STEEL,True,98.9757,0.2155,0.0272,0.4087,0.0213,0.029,99.67739999999999
2025-10-24 05:50:00,MEDIUM-CARBON-STEEL,True,97.8285,0.6487,0.5481,0.1825,0.0353,0.0596,99.30270000000003
2024-04-08 05:30:00,HIGH-CARBON-STEEL,False,97.8638,1.0031,0.2176,1.2183,0.0267,0.0171,100.34660000000001
2024-12-13 18:55:00,GREY-IRON,False,89.4646,2.847,2.1296,0.8009,0.0831,0.0485,95.3737
2025-01-27 00:35:00,LOW-CARBON-STEEL,False,98.737,0.2271,0.277,0.4374,0.0392,0.0355,99.75319999999998
2025-09-18 15:20:00,HIGH-CARBON-STEEL,True,97.7092,1.3116,0.5891,0.3271,0.0194,0.0563,100.0127
2025-08-15 11:40:00,MEDIUM-CARBON-STEEL,True,97.2285,0.4961,0.3587,1.7343,0.0282,0.0246,99.8704
2024-11-04 23:30:00,LOW-CARBON-STEEL,False,98.4207,0.1851,0.349,0.6564,0.0178,0.03,99.659
2025-05-23 01:25:00,MEDIUM-CARBON-STEEL,True,98.0855,0.4262,0.7094,0.85,0.0387,0.037,100.1468
2025-04-23 16:15:00,LOW-CARBON-STEEL,True,98.828,0.001,0.039,0.6249,0.0322,0.0552,99.58030000000001
2025-05-12 21:10:00,SG-IRON,True,84.8573,4.0938,2.1082,0.2534,0.0541,0.009,91.3758
2025-08-19 02:30:00,HIGH-CARBON-STEEL,True,96.4008,0.9585,0.6535,1.8785,0.0195,0.0222,99.93299999999999
2025-07-26 03:10:00,SG-IRON,True,89.0729,4.2774,2.0303,0.5734,0.0893,0.0242,96.0675
2025-08-18 03:30:00,HIGH-CARBON-STEEL,True,96.152,1.126,0.5562,2.0096,0.0159,0.0257,99.88540000000002
2025-09-24 06:15:00,HIGH-CARBON-STEEL,True,96.4448,1.471,0.5463,1.4357,0.0293,0.0571,99.98420000000002
2024-04-20 20:45:00,HIGH-CARBON-STEEL,False,97.5199,1.0695,0.7189,1.4215,0.0173,0.0248,100.77190000000002
2024-09-29 09:10:00,GREY-IRON,False,89.6124,3.1664,1.7399,0.9575,0.1151,0.0877,95.67899999999999
2025-05-18 20:50:00,GREY-IRON,True,89.2308,3.9718,0.6472,0.8721,0.0154,0.1126,94.8499
2024-12-01 23:25:00,SG-IRON,False,84.2109,3.0008,2.118,0.6355,0.0194,0.032,90.01659999999998
2025-06-16 12:35:00,HIGH-CARBON-STEEL,True,97.7499,1.2905,0.5997,0.3365,0.0194,0.0336,100.0296
2024-08-27 16:20:00,MEDIUM-CARBON-STEEL,False,98.4205,0.4511,0.1466,0.7993,0.0307,0.0105,99.8587
2024-01-24 04:50:00,LOW-CARBON-STEEL,False,98.9023,0.1971,0.3938,0.8623,0.0233,0.0231,100.40190000000001
2024-10-06 18:05:00,SG-IRON,False,87.5197,3.8211,2.1597,0.8195,0.0692,0.0163,94.4055
2025-05-22 21:55:00,GREY-IRON,True,88.4637,3.21,1.895,1.2886,0.0672,0.0695,94.994
2024-02-03 05:30:00,MEDIUM-CARBON-STEEL,False,97.8084,0.4824,0.3279,0.822,0.0217,0.0228,99.4852
2025-04-26 22:10:00,HIGH-CARBON-STEEL,True,97.5815,0.8929,0.5437,0.9125,0.0423,0.0312,100.0041
2025-01-06 18:50:00,MEDIUM-CARBON-STEEL,False,98.8097,0.3508,0.4542,1.0724,0.0363,0.0357,100.75910000000002
2024-04-26 19:40:00,MEDIUM-CARBON-STEEL,False,98.8015,0.4895,0.3696,0.7555,0.03,0.0314,100.47750000000002
2025-03-04 19:15:00,HIGH-CARBON-STEEL,False,97.5913,0.8062,0.3686,1.6084,0.0281,0.0264,100.429
2025-08-29 12:00:00,LOW-CARBON-STEEL,True,98.3427,0.1508,0.4388,1.0495,0.0035,0.0116,99.9969
2024-09-02 01:35:00,GREY-IRON,False,89.4777,3.2167,2.164,1.0533,0.1114,0.0833,96.1064
2025-09-15 02:35:00,GREY-IRON,True,91.8731,3.4738,1.5118,0.3576,0.0088,0.0699,97.29499999999999
2024-01-10 06:55:00,MEDIUM-CARBON-STEEL,False,98.4026,0.3327,0.3769,0.99,0.0161,0.0284,100.14670000000001
2024-01-14 00:05:00,HIGH-CARBON-STEEL,False,97.1469,0.9838,0.4911,1.2231,0.0164,0.0304,99.89170000000001
2025-03-16 09:50:00,HIGH-CARBON-STEEL,False,97.3672,1.17,0.6588,1.0177,0.034,0.0465,100.2942
2025-10-05 09:45:00,LOW-CARBON-STEEL,True,98.5572,0.185,0.5164,0.7349,0.0139,0.0422,100.0496
2024-04-27 11:50:00,GREY-IRON,False,90.296,3.263,1.4634,0.8328,0.1169,0.0665,96.03860000000002
2024-07-02 06:20:00,LOW-CARBON-STEEL,False,98.2108,0.1967,0.4704,0.463,0.0227,0.0375,99.4011
2025-07-14 01:05:00,SG-IRON,True,89.5022,2.8815,1.5031,0.2331,0.0652,0.0282,94.2133
2025-02-24 23:40:00,HIGH-CARBON-STEEL,False,97.8844,0.9293,0.5889,1.2023,0.0218,0.0335,100.66019999999999
2024-05-31 20:40:00,LOW-CARBON-STEEL,False,98.819,0.1419,0.2625,0.5576,0.0316,0.0226,99.8352
2025-05-05 16:00:00,GREY-IRON,True,90.1364,2.7943,1.8438,0.5832,0.0043,0.0751,95.43710000000002
2025-03-01 10:45:00,SG-IRON,False,88.4022,3.4316,1.9004,0.5669,0.0365,0.0077,94.34530000000001
2025-05-27 20:00:00,LOW-CARBON-STEEL,True,98.8791,0.1881,0.0264,0.8681,0.0099,0.0269,99.99849999999999
2025-03-24 00:20:00,LOW-CARBON-STEEL,False,99.2908,0.0768,0.3813,0.717,0.0129,0.0188,100.4976
2024-03-25 13:40:00,SG-IRON,False,84.7637,3.5776,2.2588,0.5268,0.0412,0.0147,91.1828
2025-07-07 09:25:00,HIGH-CARBON-STEEL,True,96.7701,0.9176,0.7144,1.6242,0.0322,0.0169,100.0754
2025-05-08 05:35:00,HIGH-CARBON-STEEL,True,97.0117,1.3558,0.697,0.8894,0.009,0.0072,99.9701
2024-07-16 13:35:00,LOW-CARBON-STEEL,False,99.2253,0.2064,0.1719,0.6004,0.0318,0.0289,100.26469999999999
2024-02-10 12:45:00,MEDIUM-CARBON-STEEL,False,98.4769,0.3689,0.3309,1.269,0.0141,0.0168,100.4766
2024-02-20 11:50:00,HIGH-CARBON-STEEL,False,98.0282,1.0904,0.3623,1.4219,0.0212,0.0437,100.9677
2024-06-02 05:15:00,MEDIUM-CARBON-STEEL,False,98.4138,0.5125,0.3167,0.7046,0.0282,0.0385,100.01429999999999
2024-04-25 20:10:00,GREY-IRON,False,90.0633,3.3619,1.5114,0.5922,0.0393,0.0952,95.6633
2024-10-23 16:50:00,GREY-IRON,False,89.4362,2.6871,1.5722,0.9641,0.0961,0.0717,94.82740000000001
2025-08-22 15:50:00,GREY-IRON,True,87.6179,3.1925,1.475,1.2784,0.0725,0.1495,93.78580000000001
2024-02-13 02:00:00,SG-IRON,False,86.798,3.5313,2.6655,0.626,0.0326,0.0209,93.6743
2025-09-27 06:05:00,GREY-IRON,True,92.9574,2.7738,2.0813,1.373,0.0944,0.1118,99.3917
2025-01-08 21:25:00,GREY-IRON,False,85.1029,3.3341,2.0434,0.9198,0.0609,0.0881,91.54920000000001
2025-06-11 21:50:00,LOW-CARBON-STEEL,True,98.8843,0.1804,0.2984,0.642,0.031,0.0271,100.06320000000001
2025-10-28 20:35:00,GREY-IRON,True,83.3945,4.0648,1.2249,0.6538,0.0865,0.1018,89.5263
2025-08-13 03:25:00,SG-IRON,True,84.757,3.2305,2.8097,0.1922,0.0632,0.0088,91.0614
2025-01-30 00:00:00,HIGH-CARBON-STEEL,False,98.1595,0.762,0.6827,1.1822,0.0241,0.0303,100.84079999999999
2024-08-05 06:55:00,HIGH-CARBON-STEEL,False,97.6231,0.6784,0.5886,0.7361,0.0278,0.0349,99.68889999999998
2025-02-22 17:35:00,SG-IRON,False,88.0154,3.4773,2.0608,0.8732,0.044,0.0299,94.50059999999999
2024-01-07 22:50:00,GREY-IRON,False,87.6129,3.678,2.0687,0.8592,0.0411,0.0894,94.3493
2024-08-23 07:50:00,HIGH-CARBON-STEEL,False,98.3172,1.1184,0.5697,1.4134,0.0217,0.0143,101.45469999999999
2024-12-15 13:45:00,MEDIUM-CARBON-STEEL,False,98.3843,0.4452,0.4277,0.9172,0.0284,0.0251,100.22789999999999
2025-05-07 22:45:00,HIGH-CARBON-STEEL,True,97.7124,0.4241,0.0265,1.4409,0.0423,0.0255,99.67169999999999
2025-08-26 00:15:00,SG-IRON,True,88.8417,3.4915,2.4512,1.1557,0.0314,0.0314,96.00290000000001
2025-01-07 09:00:00,MEDIUM-CARBON-STEEL,False,98.1353,0.5343,0.4831,1.0877,0.0187,0.0284,100.2875
2025-02-05 11:30:00,MEDIUM-CARBON-STEEL,False,98.3156,0.5016,0.2958,1.3595,0.0357,0.0152,100.5234
2024-05-17 01:55:00,MEDIUM-CARBON-STEEL,False,98.9745,0.5301,0.418,0.8888,0.0261,0.0234,100.86090000000002
2025-09-12 05:00:00,SG-IRON,True,92.1006,3.7024,3.0835,0.668,0.0424,0.0158,99.6127
2025-09-20 23:40:00,MEDIUM-CARBON-STEEL,True,98.8024,0.2857,0.5703,0.322,0.0319,0.0175,100.02980000000001
2024-05-10 02:25:00,LOW-CARBON-STEEL,False,99.0845,0.1693,0.2762,0.7126,0.0234,0.0055,100.2715
2025-01-29 18:45:00,GREY-IRON,False,89.7917,2.8882,2.294,0.9398,0.1266,0.0681,96.1084
2025-06-23 09:45:00,LOW-CARBON-STEEL,True,97.6348,0.2163,0.4005,0.8545,0.0435,0.0035,99.1531
2025-09-30 03:35:00,MEDIUM-CARBON-STEEL,True,97.1681,0.2965,0.2637,0.8903,0.0345,0.0269,98.67999999999998
2025-05-04 13:25:00,MEDIUM-CARBON-STEEL,True,97.8309,0.3862,0.4101,0.9003,0.0413,0.0127,99.5815
2025-11-03 16:25:00,HIGH-CARBON-STEEL,True,96.1588,1.5625,0.3008,1.8916,0.0307,0.0069,99.95129999999999
2025-05-03 02:10:00,GREY-IRON,True,89.1086,3.5672,1.8256,0.8225,0.1617,0.0651,95.55069999999999
2024-09-01 19:20:00,HIGH-CARBON-STEEL,False,97.2304,1.0084,0.6918,1.2592,0.0405,0.0293,100.2596
2024-12-19 22:35:00,GREY-IRON,False,86.9545,3.2975,2.0723,0.66,0.111,0.0997,93.195
2024-09-28 00:45:00,LOW-CARBON-STEEL,False,98.4301,0.1952,0.3854,0.399,0.0433,0.0365,99.4895
2024-12-17 12:30:00,LOW-CARBON-STEEL,False,98.2737,0.1621,0.3326,0.6845,0.0256,0.0385,99.517
2025-02-12 05:20:00,LOW-CARBON-STEEL,False,98.466,0.2083,0.2873,0.8377,0.018,0.0217,99.83899999999998
2024-05-23 07:00:00,SG-IRON,False,85.1162,3.5693,2.3603,0.6722,0.0643,0.026,91.8083
2024-06-28 05:55:00,LOW-CARBON-STEEL,False,98.4937,0.165,0.3152,0.582,0.0373,0.02,99.6132
2025-02-26 19:45:00,GREY-IRON,False,89.7151,3.1266,1.6524,0.9511,0.0818,0.0722,95.5992
2024-04-17 21:05:00,SG-IRON,False,86.925,3.6081,2.5105,0.6471,0.0324,0.0163,93.73939999999997
2025-06-14 17:20:00,LOW-CARBON-STEEL,True,98.5976,0.0778,0.3583,0.787,0.0368,0.0134,99.8709
2025-07-28 15:35:00,GREY-IRON,True,88.6567,3.0167,2.103,0.7485,0.057,0.003,94.5849
2025-04-12 15:35:00,SG-IRON,True,80.6783,3.3205,2.2958,0.5917,0.0107,0.0111,86.90809999999999
2025-08-08 00:45:00,MEDIUM-CARBON-STEEL,True,97.2161,0.4253,0.2375,1.6641,0.0126,0.0161,99.5717
2025-06-01 10:35:00,LOW-CARBON-STEEL,True,98.1471,0.2199,0.2321,0.7306,0.007,0.0614,99.3981
2024-01-07 10:25:00,LOW-CARBON-STEEL,False,98.4384,0.2021,0.2664,0.8141,0.0277,0.0295,99.7782
2025-01-13 00:00:00,SG-IRON,False,87.6942,3.1413,2.2089,0.7962,0.0668,0.0205,93.9279
2024-04-24 17:30:00,GREY-IRON,False,86.5291,3.1991,1.6324,0.4918,0.0745,0.0755,92.00240000000001
2024-12-26 06:30:00,LOW-CARBON-STEEL,False,98.2065,0.1505,0.3057,0.6741,0.0148,0.0284,99.38
2024-03-26 01:35:00,LOW-CARBON-STEEL,False,98.3497,0.139,0.1282,0.5572,0.0188,0.0472,99.2401
2024-05-09 02:35:00,MEDIUM-CARBON-STEEL,False,98.7396,0.4419,0.2258,0.9026,0.0179,0.0414,100.3692
2025-05-06 19:55:00,MEDIUM-CARBON-STEEL,True,97.9116,0.4073,0.3204,0.9991,0.0295,0.0138,99.68170000000002
2024-11-21 17:30:00,HIGH-CARBON-STEEL,False,97.8125,0.8998,0.3197,1.5747,0.0325,0.0408,100.67999999999999
2024-01-21 22:25:00,LOW-CARBON-STEEL,False,98.1542,0.2,0.4248,0.8655,0.0341,0.0353,99.71390000000001
2025-08-10 07:50:00,MEDIUM-CARBON-STEEL,True,97.6628,0.4741,0.3362,1.6137,0.0119,0.0298,100.1285
2025-08-04 15:30:00,GREY-IRON,True,93.0634,3.1798,0.8334,0.7543,0.0064,0.0681,97.9054
2025-03-15 19:50:00,MEDIUM-CARBON-STEEL,False,98.7838,0.5067,0.287,0.9496,0.0134,0.0149,100.5554
2024-06-10 19:25:00,GREY-IRON,False,86.9531,3.2268,1.3863,0.7975,0.0767,0.0948,92.53520000000002
2025-05-25 21:30:00,LOW-CARBON-STEEL,True,98.6183,0.1732,0.2792,0.261,0.0092,0.0194,99.36030000000001
2024-08-27 21:05:00,LOW-CARBON-STEEL,False,98.6703,0.2153,0.384,0.7957,0.0169,0.0194,100.1016
2025-10-17 19:35:00,LOW-CARBON-STEEL,True,99.0763,0.1147,0.0555,0.5492,0.0174,0.0458,99.85889999999999
2025-04-25 14:20:00,MEDIUM-CARBON-STEEL,True,97.5713,0.5697,0.4011,1.292,0.0481,0.0378,99.92
2025-07-19 07:55:00,MEDIUM-CARBON-STEEL,True,98.3726,0.4576,0.4978,0.6717,0.0263,0.0578,100.08380000000001
2025-03-24 18:05:00,MEDIUM-CARBON-STEEL,False,98.5532,0.4045,0.4514,0.8534,0.0307,0.0275,100.3207
2025-06-25 15:35:00,SG-IRON,True,90.4561,3.4672,2.6984,1.0709,0.0204,0.015,97.72800000000001
2025-05-24 11:55:00,SG-IRON,True,83.6014,2.8194,3.0038,1.184,0.0281,0.0276,90.6643
2025-06-22 09:30:00,LOW-CARBON-STEEL,True,98.3955,0.2405,0.6017,0.6629,0.0215,0.0346,99.95669999999998
2024-10-19 22:50:00,GREY-IRON,False,88.2095,3.2245,1.9147,0.7739,0.1236,0.0837,94.3299
2025-06-23 13:35:00,GREY-IRON,True,86.405,2.8473,0.8205,0.9366,0.1358,0.1036,91.2488
2024-07-15 13:30:00,MEDIUM-CARBON-STEEL,False,97.6834,0.4481,0.3321,0.6394,0.0244,0.0202,99.1476
2024-03-31 18:50:00,MEDIUM-CARBON-STEEL,False,98.6136,0.3487,0.2045,0.6672,0.0382,0.0254,99.8976
2024-04-08 16:10:00,HIGH-CARBON-STEEL,False,97.4199,0.9308,0.6653,1.0904,0.0334,0.0247,100.1645
2024-10-01 15:05:00,GREY-IRON,False,85.3872,2.6609,1.9797,0.862,0.1431,0.0838,91.1167
2025-11-07 11:00:00,SG-IRON,True,79.8367,3.6264,2.674,0.4976,0.0336,0.0074,86.67570000000002
2025-06-04 03:55:00,GREY-IRON,True,88.1126,4.1733,1.7573,0.8573,0.1723,0.0562,95.129
2024-06-07 18:15:00,LOW-CARBON-STEEL,False,98.7725,0.1284,0.2589,0.5213,0.028,0.0261,99.73519999999999
2025-10-02 14:55:00,HIGH-CARBON-STEEL,True,95.8711,1.1251,0.8942,2.0487,0.0334,0.0111,99.9836
2025-06-30 03:25:00,SG-IRON,True,81.5856,2.7117,2.1422,0.7732,0.0647,0.0153,87.2927
2024-02-07 16:55:00,GREY-IRON,False,88.5778,2.9116,1.3774,1.0925,0.0391,0.0674,94.0658
2025-03-22 17:25:00,HIGH-CARBON-STEEL,False,97.5137,0.8821,0.4399,1.2444,0.0352,0.0461,100.16139999999999
2024-05-28 19:10:00,LOW-CARBON-STEEL,False,98.7062,0.1704,0.3222,0.6952,0.0376,0.0324,99.96399999999998
2025-04-13 05:45:00,MEDIUM-CARBON-STEEL,True,98.5593,0.4326,0.3545,0.5179,0.0293,0.0469,99.94049999999999
2025-05-08 23:10:00,MEDIUM-CARBON-STEEL,True,97.7491,0.5044,0.2764,1.4633,0.0055,0.0134,100.0121
2024-06-19 04:15:00,GREY-IRON,False,87.2877,2.9648,1.4062,1.0518,0.0826,0.0987,92.89179999999999
2024-04-11 13:00:00,GREY-IRON,False,86.9861,2.7025,1.3693,0.9836,0.0437,0.0589,92.14409999999998
2024-09-19 10:35:00,SG-IRON,False,88.3578,3.1778,1.9761,0.8533,0.0461,0.0286,94.4397
2024-09-13 09:35:00,SG-IRON,False,87.3292,3.9603,2.2712,0.6568,0.0577,0.0228,94.298
2024-12-05 19:05:00,SG-IRON,False,87.1175,3.2017,2.7213,0.6657,0.0597,0.0226,93.78850000000001
2025-03-30 15:20:00,LOW-CARBON-STEEL,True,99.0768,0.2417,0.2354,0.4225,0.0421,0.0346,100.0531
2024-06-15 09:50:00,GREY-IRON,False,88.5521,3.423,2.1022,0.7447,0.0554,0.1034,94.98079999999999
